@E: CS219 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":11:0:11:6|Expecting one of the keywords module, primitive or macromodule
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":53853:62:53853:63|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":53875:62:53875:69|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":53930:24:53930:25|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54011:34:54011:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54012:35:54012:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54047:49:54047:56|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54257:31:54257:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54276:60:54276:67|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54309:54:54309:61|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54348:57:54348:64|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54654:20:54654:21|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54837:54:54837:55|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54845:46:54845:47|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":54869:30:54869:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55044:30:55044:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55078:30:55078:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55093:32:55093:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55094:33:55094:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55096:32:55096:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55097:34:55097:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55098:34:55098:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55099:33:55099:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55185:10:55185:14|Parse error at unexpected input token 'logic'
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55437:22:55437:23|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55518:54:55518:55|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55527:30:55527:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55539:30:55539:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55558:32:55558:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55581:56:55581:63|Expecting =
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55744:10:55744:14|Parse error at unexpected input token 'logic'
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55764:23:55764:24|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55770:29:55770:30|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55778:29:55778:30|Found unsized single bit literal in Verilog-2001 mode.
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55817:10:55817:14|Parse error at unexpected input token 'logic'
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55914:31:55914:32|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":55938:57:55938:64|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56020:57:56020:64|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56102:56:56102:63|Expecting =
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56157:10:56157:14|Parse error at unexpected input token 'logic'
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56211:60:56211:71|Expecting =
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56260:10:56260:14|Parse error at unexpected input token 'logic'
@E: CG666 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56497:10:56497:14|Parse error at unexpected input token 'logic'
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56611:56:56611:65|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56667:55:56667:62|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56702:43:56702:44|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56741:30:56741:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56766:62:56766:69|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56822:43:56822:44|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":56853:58:56853:65|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57350:39:57350:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57373:66:57373:67|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57520:63:57520:64|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57544:43:57544:44|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57589:32:57589:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57590:36:57590:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57591:36:57591:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57592:31:57592:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57593:29:57593:30|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57594:31:57594:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57595:31:57595:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57596:32:57596:33|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57597:31:57597:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57598:30:57598:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57599:33:57599:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57600:34:57600:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57601:33:57601:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57602:33:57602:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57603:33:57603:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57604:36:57604:37|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57781:63:57781:64|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57785:63:57785:64|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57841:51:57841:52|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57843:51:57843:52|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57868:33:57868:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57869:33:57869:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57870:33:57870:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57938:34:57938:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":57986:61:57986:68|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58096:45:58096:46|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58357:66:58357:73|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58507:62:58507:69|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58676:27:58676:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58677:27:58677:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58678:25:58678:26|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58680:26:58680:27|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58799:27:58799:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58800:25:58800:26|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58801:27:58801:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58802:29:58802:30|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58803:27:58803:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58805:26:58805:27|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58982:33:58982:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":58983:31:58983:32|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59018:67:59018:74|Expecting =
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59155:51:59155:58|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59202:54:59202:55|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59244:21:59244:22|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59252:27:59252:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59253:27:59253:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59461:33:59461:34|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59462:35:59462:36|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59463:30:59463:31|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59486:58:59486:65|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59522:34:59522:35|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59529:54:59529:55|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59541:39:59541:40|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59588:43:59588:44|Found unsized single bit literal in Verilog-2001 mode.
@E: CG431 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59600:67:59600:68|Expecting radix character (one of b, o, h, or d) or unsized single bit literal (one of '1, '0, 'x, 'z) 
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59608:47:59608:48|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59622:59:59622:66|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59638:26:59638:27|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59659:27:59659:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59674:27:59674:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CS187 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59687:54:59687:62|Expecting =
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59713:27:59713:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59714:27:59714:28|Found unsized single bit literal in Verilog-2001 mode.
@E: CG429 :"C:\code\cva6-softcore-contest-joshloo\cva6-softcore-contest\corev_apu\fpga\lattice\cva6_combined_rtl\ariane\arianelattice\rtl\arianelattice.v":59715:21:59715:22|Found unsized single bit literal in Verilog-2001 mode.
